Advisor ID,Client Name,Client ID,CreditScore,Gender,Age,Advisor_Age,Retired,Children(Y/N),Tenure,Recency,Frequency,Monetory, Small systematic Risk,Annual Return,Excess Return,Systematic Risk,NumberOfClients,PortfolioSize,Financial_lit,rating_trust,other_advisors,rating_knowledge,rating_comm,rating_avail,InvestmentGoal_Education,InvestmentGoal_Retirement,InvestmentGoal_Short-term,ModeCommunication_email,ModeCommunication_personal,ModeCommunication_phone,ModeCommunication_skype, Large B/P , Large ROE , Large S/P , Large Return Rate in the last quarter , Large Market Value , Small systematic Risk,REI
14,BN,3090,734,0,43,55,0,1,3,3,2,3,0,0.096,-0.002,1.39,23,94811.85,5,1,1,2,3,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0.964
4,ABC,3091,656,1,37,38,0,0,2,2,5,1,0,0.096,0.001,1.04,16,67840.81,3,3,1,3,5,3,0,1,0,0,0,1,0,0,0,0,0,1,0,0.006
95,DEF,3092,666,0,31,58,0,1,2,2,3,5,1,0.07,-0.005,1.1,14,4050.57,2,5,0,3,1,4,0,1,0,0,1,0,0,0,0,0,0,0,1,0.004
137,GHI,3093,627,1,41,55,0,0,5,3,4,1,0,0.195,0.026,0.97,8,134665.25,2,3,0,3,4,5,0,1,0,1,0,0,0,0.5,0.5,0,0,0,0,0.009
49,JKL,3094,480,0,25,54,0,0,3,5,3,1,0,0.164,0.016,1.32,21,181647.13,2,5,1,2,1,3,1,0,0,0,0,0,1,0.5,0,0.5,0,0,0,0.001
47,PQR,3095,792,1,19,45,0,1,7,3,5,3,0,0.185,0.022,1.06,17,33282.84,5,4,1,3,1,4,0,0,1,0,0,1,0,0,0.5,0.5,0,0,0,0
138,TSY,3096,613,1,59,56,0,0,8,1,2,3,0,0.15,0.015,1.05,14,27965,4,1,1,1,1,3,1,0,0,0,0,1,0,0.5,0,0,0.5,0,0,0.997
132,UJH,3097,476,1,30,60,0,0,3,2,2,4,0,0.159,0.015,1.17,14,68343.53,3,3,0,1,5,5,0,0,1,0,0,1,0,0,0.5,0,0.5,0,0,0.048
8,GJGK,3098,539,0,24,60,0,1,3,5,3,4,0,0.17,0.018,1.16,22,198161.07,4,3,0,3,1,1,0,0,1,1,0,0,0,0,0,0.5,0.5,0,0,0.014
102,HJKHK,3099,696,1,60,35,0,1,8,2,3,1,0,0.14,0.011,1.09,16,196858.4,3,3,1,1,2,5,1,0,0,0,0,1,0,0.5,0,0,0,0.5,0,0.045
11,DXC,3100,810,1,35,53,0,1,3,3,3,1,0,0.123,0.008,1.01,5,120511.03,4,4,0,3,5,1,0,1,0,0,1,0,0,0,0.5,0,0,0.5,0,0.003
59,BN,3101,763,1,32,39,0,1,9,5,2,1,0,0.145,0.013,1.07,23,30886.35,3,4,1,2,4,4,0,0,1,0,1,0,0,0,0,0.5,0,0.5,0,0.002
72,ABC,3102,640,0,29,45,0,1,3,5,4,1,0,0.09,-0.001,1.15,9,2743.69,3,4,0,3,3,4,0,0,1,0,0,1,0,0,0,0,0.5,0.5,0,0.005
51,DEF,3103,655,0,47,59,0,1,10,5,4,3,0.5,0.118,0.009,0.97,10,167778.62,4,3,0,2,1,2,0,0,1,0,0,1,0,0.5,0,0,0,0,0.5,0.006
4,GHI,3104,526,1,31,52,0,1,5,3,3,5,0.5,0.154,0.017,0.99,14,132404.64,5,5,0,1,4,5,0,0,1,0,0,1,0,0,0.5,0,0,0,0.5,0.001
46,JKL,3105,678,0,28,45,0,0,4,1,2,3,0.5,0.138,0.013,1.04,9,144423.17,5,3,0,2,2,2,1,0,0,1,0,0,0,0,0,0.5,0,0,0.5,0.956
66,PQR,3106,554,0,45,37,0,1,6,2,5,2,0.5,0.101,0.003,1.12,6,181204.5,5,4,1,1,3,5,1,0,0,1,0,0,0,0,0,0,0.5,0,0.5,0.006
128,TSY,3107,597,0,30,46,0,0,2,2,2,2,0.5,0.093,0.001,1.01,14,182726.22,4,3,0,2,5,1,0,0,1,1,0,0,0,0,0,0,0,0.5,0.5,0.717
68,UJH,3108,560,0,28,56,0,1,1,4,3,4,0,0.192,0.024,1.08,21,120880.72,5,5,1,1,4,5,1,0,0,1,0,0,0,0.333,0.333,0.333,0,0,0,0.001
127,GJGK,3109,850,0,47,46,0,1,10,3,1,4,0,0.183,0.023,0.98,15,26812.89,4,1,0,1,1,1,0,0,1,1,0,0,0,0.333,0.333,0,0.333,0,0,0.993
130,HJKHK,3110,546,0,74,40,1,1,8,1,2,4,0,0.164,0.017,1.14,23,66732.63,3,3,0,3,3,1,0,1,0,0,0,0,1,0.333,0,0.333,0.333,0,0,0.937
49,DXC,3111,623,1,42,35,0,1,1,2,2,3,0,0.184,0.022,1.07,11,100834.22,3,5,0,2,4,3,1,0,0,1,0,0,0,0,0.333,0.333,0.333,0,0,0.029
75,BN,3112,698,0,40,38,0,0,7,1,2,2,0,0.147,0.015,0.95,24,107815.31,5,1,0,2,1,3,0,1,0,0,1,0,0,0.333,0.333,0,0,0.333,0,0.998
149,ABC,3113,620,1,32,40,0,0,7,4,3,5,0,0.168,0.017,1.17,5,34665.79,5,4,0,2,4,4,1,0,0,1,0,0,0,0.333,0,0.333,0,0.333,0,0.002
10,DEF,3114,619,0,40,58,0,0,10,3,2,3,0,0.146,0.014,0.99,21,147093.84,5,1,0,3,1,2,0,0,1,0,1,0,0,0,0.333,0.333,0,0.333,0,0.984
11,GHI,3115,561,1,21,41,0,1,4,4,5,1,0,0.127,0.01,0.99,6,36942.35,4,3,0,2,1,5,0,1,0,0,0,0,1,0.333,0,0,0.333,0.333,0,0.001
94,JKL,3116,753,0,39,37,0,0,7,2,3,2,0,0.124,0.007,1.09,22,16460.77,5,5,1,1,5,4,0,0,1,0,0,1,0,0,0.333,0,0.333,0.333,0,0.002
60,PQR,3117,721,1,43,55,0,1,3,5,2,4,0,0.138,0.012,1.04,17,45610.63,3,3,1,3,3,4,0,0,1,0,1,0,0,0,0,0.333,0.333,0.333,0,0.019
33,TSY,3118,451,1,33,43,0,0,6,5,4,2,0.333,0.17,0.024,0.82,22,184954.11,5,5,1,2,1,4,1,0,0,0,0,0,1,0.333,0.333,0,0,0,0.333,0.001
108,UJH,3119,680,0,51,58,0,0,5,1,2,2,0.333,0.135,0.012,1.07,13,47795.43,5,3,0,1,4,4,0,0,1,0,0,1,0,0.333,0,0.333,0,0,0.333,0.976
144,GJGK,3120,590,0,23,59,0,0,7,2,2,4,0.333,0.185,0.024,0.98,14,196789.9,2,4,1,3,1,3,1,0,0,0,0,0,1,0,0.333,0.333,0,0,0.333,0.005
76,HJKHK,3121,634,1,27,56,0,0,3,3,2,4,0.333,0.127,0.011,0.94,13,173425.68,2,4,1,1,1,4,1,0,0,0,0,1,0,0.333,0,0,0.333,0,0.333,0.002
62,DXC,3122,676,1,29,51,0,1,4,4,3,5,0.333,0.156,0.017,0.99,24,36221.18,4,3,1,3,5,3,1,0,0,1,0,0,0,0,0.333,0,0.333,0,0.333,0.002
61,BN,3123,642,1,30,54,0,0,8,4,5,3,0.333,0.157,0.016,1.07,25,174738.2,4,3,1,1,3,1,0,1,0,0,0,0,1,0,0,0.333,0.333,0,0.333,0.002
27,ABC,3124,760,1,39,44,0,0,6,2,2,5,0.333,0.138,0.014,0.96,7,67131.3,4,1,0,3,4,5,0,0,1,0,0,1,0,0.333,0,0,0,0.333,0.333,0.976
42,DEF,3125,736,0,26,60,0,0,4,4,2,4,0.333,0.138,0.012,0.97,17,165692.03,2,4,1,1,2,2,1,0,0,0,1,0,0,0,0.333,0,0,0.333,0.333,0
132,GHI,3126,656,1,43,46,0,0,7,5,4,3,0.333,0.141,0.014,0.95,16,194691.95,2,3,0,1,2,2,0,0,1,0,1,0,0,0,0,0.333,0,0.333,0.333,0
37,JKL,3127,776,1,33,48,0,0,8,1,2,3,0.333,0.09,0,1.13,24,129525.5,4,2,0,3,4,5,0,1,0,0,1,0,0,0,0,0,0.333,0.333,0.333,0.99
116,PQR,3128,832,0,34,45,0,0,6,4,3,5,0,0.191,0.024,1.06,19,146511.2,4,5,1,2,1,3,0,0,1,0,0,0,1,0.25,0.25,0.25,0.25,0,0,0
20,TSY,3129,631,1,37,38,0,1,9,3,4,4,0,0.17,0.019,1.02,20,51752.18,5,3,0,1,1,1,1,0,0,1,0,0,0,0.25,0.25,0.25,0,0.25,0,0.01
4,UJH,3130,795,0,56,44,0,1,5,1,1,5,0,0.15,0.015,0.98,22,35418.69,3,2,1,2,5,2,0,0,1,1,0,0,0,0.25,0.25,0,0.25,0.25,0,0.997
4,GJGK,3131,648,0,39,52,0,1,3,3,2,5,0,0.153,0.015,1.08,22,57995.74,3,5,0,3,3,3,0,1,0,0,1,0,0,0.25,0,0.25,0.25,0.25,0,0.022
79,HJKHK,3132,615,1,39,60,0,0,4,5,3,4,0,0.152,0.014,1.05,19,108152.75,3,4,1,1,4,3,0,0,1,1,0,0,0,0,0.25,0.25,0.25,0.25,0,0.001
117,DXC,3133,682,0,27,56,0,0,1,5,3,3,0.25,0.177,0.023,0.97,24,166144.98,4,3,0,3,1,1,1,0,0,0,0,1,0,0.25,0.25,0.25,0,0,0.25,0.002
60,BN,3134,694,1,34,57,0,1,5,2,4,3,0.25,0.17,0.023,0.86,13,101737.8,5,3,0,2,3,4,1,0,0,0,0,1,0,0.25,0.25,0,0.25,0,0.25,0.007
80,ABC,3135,694,1,37,44,0,0,10,3,4,3,0.25,0.154,0.017,1.04,20,33326.71,4,5,1,1,3,4,0,0,1,0,1,0,0,0.25,0,0.25,0.25,0,0.25,0.001
3,DEF,3136,607,1,44,56,0,1,0,3,4,3,0.25,0.179,0.022,1,11,81140.09,3,4,0,1,3,2,0,0,1,0,0,0,1,0,0.25,0.25,0.25,0,0.25,0.003
19,GHI,3137,664,1,48,42,0,1,10,3,1,5,0.25,0.163,0.021,0.83,23,140173.17,3,3,0,2,1,5,0,1,0,1,0,0,0,0.25,0.25,0,0,0.25,0.25,0.956
126,JKL,3138,756,1,60,53,0,0,2,3,1,5,0.25,0.153,0.016,1.03,24,166513.49,3,1,0,1,2,2,0,0,1,0,0,0,1,0.25,0,0.25,0,0.25,0.25,0.998
66,PQR,3139,645,0,40,39,0,0,3,4,2,1,0.25,0.164,0.019,0.93,7,103232.6,5,3,0,3,4,4,0,1,0,0,1,0,0,0,0.25,0.25,0,0.25,0.25,0.037
37,TSY,3140,653,1,30,50,0,0,4,2,5,2,0.25,0.129,0.012,0.89,24,120736.04,2,5,0,3,2,5,0,0,1,0,0,0,1,0.25,0,0,0.25,0.25,0.25,0
57,UJH,3141,710,0,24,37,0,0,2,2,1,3,0.25,0.14,0.012,1.01,12,15832.43,5,3,0,3,1,1,0,0,1,0,1,0,0,0,0.25,0,0.25,0.25,0.25,0.964
132,GJGK,3142,697,0,76,51,1,0,7,4,3,3,0.25,0.138,0.013,0.97,15,188772.45,2,5,1,2,1,1,1,0,0,0,0,0,1,0,0,0.25,0.25,0.25,0.25,0.003
26,HJKHK,3143,619,0,41,38,0,1,8,5,3,2,0,0.172,0.02,1.01,25,114323.66,4,5,0,3,5,4,0,0,1,1,0,0,0,0.2,0.2,0.2,0.2,0.2,0,0.001
75,DXC,3144,648,1,55,59,0,1,1,4,3,2,0.2,0.181,0.023,0.96,8,181534.04,5,5,0,2,5,5,0,0,1,1,0,0,0,0.2,0.2,0.2,0.2,0,0.2,0.005
80,BN,3145,482,0,48,47,0,0,2,3,2,2,0.2,0.171,0.022,0.94,11,102640.52,3,2,1,2,2,5,1,0,0,0,1,0,0,0.2,0.2,0.2,0,0.2,0.2,0.992
91,ABC,3146,548,0,28,36,0,0,8,1,2,5,0.2,0.153,0.018,0.88,5,158585.17,5,1,0,1,1,4,1,0,0,0,0,1,0,0.2,0.2,0,0.2,0.2,0.2,0.989
82,DEF,3147,752,1,44,56,0,0,6,2,5,1,0.2,0.156,0.018,0.97,10,178722.24,5,5,0,2,4,1,1,0,0,1,0,0,0,0.2,0,0.2,0.2,0.2,0.2,0.005
31,GHI,3148,648,0,39,41,0,0,6,1,2,2,0.2,0.161,0.018,0.98,18,153955.38,5,2,1,1,1,1,1,0,0,1,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.997
101,JKL,3149,643,0,34,46,0,1,8,3,3,2,0.167,0.173,0.022,0.91,11,65374.86,5,3,1,1,3,4,1,0,0,0,1,0,0,0.167,0.167,0.167,0.167,0.167,0.167,0.003
94,PQR,3150,573,0,35,48,0,1,9,3,4,4,0,0.139,0.01,1.33,14,102986.15,2,5,1,1,3,4,0,0,1,1,0,0,0,1,0,0,0,0,0,0.001
78,TSY,3151,686,0,39,40,0,0,3,4,4,3,0,0.143,0.01,1.17,18,136643.84,3,4,0,3,2,5,1,0,0,0,1,0,0,0,1,0,0,0,0,0.001
36,UJH,3152,644,0,40,50,0,1,9,3,1,3,0,0.173,0.018,1.3,6,77063.63,4,3,1,1,3,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0.967
48,GJGK,3153,702,0,29,40,0,1,6,2,3,5,0,0.096,-0.002,1.39,12,9633.01,4,5,0,3,5,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0.005
49,HJKHK,3154,652,1,51,55,0,1,7,3,2,1,0,0.096,0.001,1.04,20,43496.36,4,5,0,3,4,3,0,0,1,0,0,0,1,0,0,0,0,1,0,0.04
107,DXC,3155,641,1,32,46,0,1,7,5,4,2,1,0.07,-0.005,1.1,13,24267.28,5,4,1,3,1,3,0,0,1,0,0,0,1,0,0,0,0,0,1,0.003
110,BN,3156,692,0,41,38,0,0,8,3,1,2,0,0.195,0.026,0.97,7,59354.24,4,1,1,3,5,2,0,1,0,0,0,0,1,0.5,0.5,0,0,0,0,0.995
119,ABC,3157,574,1,34,35,0,1,5,3,2,3,0,0.164,0.016,1.32,5,28269.86,4,4,1,3,5,1,0,1,0,0,0,0,1,0.5,0,0.5,0,0,0,0.013
106,DEF,3158,643,0,31,56,0,0,3,2,3,4,0,0.185,0.022,1.06,22,143162.34,5,5,1,1,3,1,0,1,0,0,0,0,1,0,0.5,0.5,0,0,0,0.003
12,GHI,3159,834,1,23,49,0,1,4,5,2,4,0,0.15,0.015,1.05,10,20199.3,2,4,1,1,3,5,1,0,0,0,1,0,0,0.5,0,0,0.5,0,0,0.001
26,JKL,3160,591,1,28,60,0,0,5,2,5,5,0,0.159,0.015,1.17,24,48606.92,4,5,0,3,3,3,0,1,0,0,0,1,0,0,0.5,0,0.5,0,0,0.004
92,PQR,3161,470,1,34,58,0,0,9,3,2,1,0,0.17,0.018,1.16,12,89013.67,5,5,0,1,3,4,1,0,0,0,0,0,1,0,0,0.5,0.5,0,0,0.016
43,TSY,3162,608,1,34,48,0,1,7,2,5,4,0,0.14,0.011,1.09,19,59890.29,3,3,1,2,2,1,0,0,1,0,0,1,0,0.5,0,0,0,0.5,0,0.005
53,UJH,3163,649,0,37,37,0,1,8,2,2,1,0,0.123,0.008,1.01,19,106655.88,4,3,1,3,2,2,0,0,1,0,0,1,0,0,0.5,0,0,0.5,0,0.718
113,GJGK,3164,665,0,38,43,0,1,5,2,4,2,0,0.145,0.013,1.07,21,156439.56,5,3,0,1,4,4,0,1,0,1,0,0,0,0,0,0.5,0,0.5,0,0.006
26,HJKHK,3165,651,0,39,48,0,0,6,2,4,5,0,0.09,-0.001,1.15,12,24176.44,5,4,1,2,3,5,0,1,0,0,0,0,1,0,0,0,0.5,0.5,0,0.003
62,DXC,3166,555,1,62,43,1,1,4,2,2,3,0.5,0.118,0.009,0.97,20,43507.1,3,3,0,3,4,4,0,0,1,1,0,0,0,0.5,0,0,0,0,0.5,0.781
93,BN,3167,637,0,48,48,0,0,7,1,2,1,0.5,0.154,0.017,0.99,18,132005.85,4,2,1,1,1,5,0,0,1,0,1,0,0,0,0.5,0,0,0,0.5,1
17,ABC,3168,675,0,49,59,0,1,0,2,1,5,0.5,0.138,0.013,1.04,11,80496.71,3,1,1,1,2,4,1,0,0,1,0,0,0,0,0,0.5,0,0,0.5,0.99
12,DEF,3169,677,1,40,54,0,1,5,4,5,4,0.5,0.101,0.003,1.12,10,88947.56,4,4,0,1,3,2,1,0,0,0,0,0,1,0,0,0,0.5,0,0.5,0.001
58,GHI,3170,850,0,35,37,0,1,2,1,2,4,0.5,0.093,0.001,1.01,13,12639.67,5,1,0,3,5,3,1,0,0,0,0,0,1,0,0,0,0,0.5,0.5,0.994
120,JKL,3171,815,0,56,46,0,1,3,3,1,3,0,0.192,0.024,1.08,16,94248.16,3,3,0,1,3,4,0,1,0,0,0,0,1,0.333,0.333,0.333,0,0,0,0.972
127,PQR,3172,665,1,32,47,0,0,1,3,5,4,0,0.183,0.023,0.98,23,11865.76,5,5,1,2,2,4,1,0,0,0,1,0,0,0.333,0.333,0,0.333,0,0,0.002
124,TSY,3173,485,0,27,60,0,0,3,2,3,4,0,0.164,0.017,1.14,9,141449.86,4,3,1,1,5,1,0,0,1,0,0,0,1,0.333,0,0.333,0.333,0,0,0.017
57,UJH,3174,577,1,43,52,0,1,6,4,3,1,0,0.184,0.022,1.07,6,149457.81,5,4,1,1,3,3,1,0,0,0,0,0,1,0,0.333,0.333,0.333,0,0,0.002
85,GJGK,3175,586,0,35,57,0,0,7,3,1,1,0,0.147,0.015,0.95,7,119814.25,5,2,1,3,2,1,0,0,1,0,1,0,0,0.333,0.333,0,0,0.333,0,0.997
55,HJKHK,3176,722,1,29,36,0,1,1,5,4,1,0,0.168,0.017,1.17,5,24924.92,4,5,0,2,4,5,0,1,0,0,0,0,1,0.333,0,0.333,0,0.333,0,0.001
149,DXC,3177,528,0,27,51,0,0,7,5,5,3,0,0.146,0.014,0.99,10,139481.53,5,3,0,1,3,5,0,1,0,0,0,0,1,0,0.333,0.333,0,0.333,0,0.001
65,BN,3178,542,0,39,53,0,0,4,5,3,3,0,0.127,0.01,0.99,8,41268.65,5,5,1,2,1,3,1,0,0,0,1,0,0,0.333,0,0,0.333,0.333,0,0.001
79,ABC,3179,552,0,34,50,0,1,5,4,3,1,0,0.124,0.007,1.09,24,1351.41,4,5,0,2,1,5,1,0,0,1,0,0,0,0,0.333,0,0.333,0.333,0,0.001
33,DEF,3180,678,0,60,46,0,1,10,2,2,2,0,0.138,0.012,1.04,15,147489.76,5,1,1,3,3,4,1,0,0,0,0,1,0,0,0,0.333,0.333,0.333,0,0.996
24,GHI,3181,575,0,37,40,0,0,9,3,4,4,0.333,0.17,0.024,0.82,14,111175.09,5,3,1,1,2,5,1,0,0,1,0,0,0,0.333,0.333,0,0,0,0.333,0.016
119,JKL,3182,669,0,43,40,0,1,1,3,2,3,0.333,0.135,0.012,1.07,17,95963.14,3,5,1,2,1,2,1,0,0,1,0,0,0,0.333,0,0.333,0,0,0.333,0.032
100,PQR,3183,636,1,43,47,0,0,6,3,4,4,0.333,0.185,0.024,0.98,18,43128.95,4,5,0,3,3,2,0,0,1,0,0,0,1,0,0.333,0.333,0,0,0.333,0.003
4,TSY,3184,667,1,55,37,0,1,9,3,1,3,0.333,0.127,0.011,0.94,9,137674.96,5,3,1,2,1,3,1,0,0,0,0,0,1,0.333,0,0,0.333,0,0.333,0.979
133,UJH,3185,652,0,45,58,0,0,9,3,2,4,0.333,0.156,0.017,0.99,7,153383.54,3,2,0,3,5,4,0,1,0,0,0,0,1,0,0.333,0,0.333,0,0.333,0.987
38,GJGK,3186,637,0,36,58,0,1,10,3,4,5,0.333,0.157,0.016,1.07,14,96660.76,3,5,1,1,1,3,1,0,0,0,0,1,0,0,0,0.333,0.333,0,0.333,0.004
71,HJKHK,3187,516,0,45,42,0,0,8,5,4,1,0.333,0.138,0.014,0.96,5,115818.16,3,3,1,3,5,1,0,0,1,1,0,0,0,0.333,0,0,0,0.333,0.333,0.005
117,DXC,3188,801,0,32,40,0,1,4,5,5,1,0.333,0.138,0.012,0.97,22,37898.5,2,3,0,2,1,3,0,1,0,0,0,1,0,0,0.333,0,0,0.333,0.333,0
71,BN,3189,692,0,42,35,0,1,2,5,3,5,0.333,0.141,0.014,0.95,12,145222.93,2,4,0,1,2,4,1,0,0,0,0,0,1,0,0,0.333,0,0.333,0.333,0.001
36,ABC,3190,585,0,28,57,0,0,6,5,5,3,0.333,0.09,0,1.13,19,41219.09,2,3,0,3,3,4,0,0,1,0,0,0,1,0,0,0,0.333,0.333,0.333,0.001
27,DEF,3191,590,1,32,39,0,1,5,4,5,3,0,0.191,0.024,1.06,17,59249.83,3,4,0,1,1,5,0,1,0,0,0,0,1,0.25,0.25,0.25,0.25,0,0,0
146,GHI,3192,554,1,66,41,1,0,8,3,5,3,0,0.17,0.019,1.02,25,116747.62,5,4,1,1,4,4,1,0,0,1,0,0,0,0.25,0.25,0.25,0,0.25,0,0.008
94,JKL,3193,659,0,49,50,0,1,1,3,1,5,0,0.15,0.015,0.98,15,116249.72,5,3,0,1,1,4,1,0,0,0,0,0,1,0.25,0.25,0,0.25,0.25,0,0.99
45,PQR,3194,690,0,26,45,0,1,3,4,5,1,0,0.153,0.015,1.08,19,61257.83,4,3,1,2,4,1,0,0,1,0,0,1,0,0.25,0,0.25,0.25,0.25,0,0.001
122,TSY,3195,697,1,29,43,0,1,0,2,2,2,0,0.152,0.014,1.05,23,141798.98,4,5,1,2,5,2,0,0,1,0,1,0,0,0,0.25,0.25,0.25,0.25,0,0.003
26,UJH,3196,610,1,36,45,0,1,4,3,4,2,0.25,0.177,0.023,0.97,8,102638.35,3,5,1,3,2,1,0,1,0,0,0,1,0,0.25,0.25,0.25,0,0,0.25,0.001
21,GJGK,3197,599,1,36,57,0,1,4,5,4,3,0.25,0.17,0.023,0.86,23,13210.56,5,5,0,3,1,4,0,1,0,0,1,0,0,0.25,0.25,0,0.25,0,0.25,0.002
40,HJKHK,3198,544,1,23,56,0,1,1,2,5,3,0.25,0.154,0.017,1.04,9,35550.97,5,3,0,1,1,1,0,1,0,0,0,0,1,0.25,0,0.25,0.25,0,0.25,0.013
82,DXC,3199,548,0,46,38,0,0,1,1,1,4,0.25,0.179,0.022,1,15,104469.06,5,1,0,2,5,1,0,0,1,0,0,0,1,0,0.25,0.25,0.25,0,0.25,0.999
12,BN,3200,635,1,24,59,0,0,4,2,5,3,0.25,0.163,0.021,0.83,20,142935.83,3,3,0,3,1,3,1,0,0,0,0,1,0,0.25,0.25,0,0,0.25,0.25,0.007
76,ABC,3201,722,1,20,59,0,1,6,2,3,1,0.25,0.153,0.016,1.03,7,195486.28,4,4,1,2,2,5,0,0,1,0,0,1,0,0.25,0,0.25,0,0.25,0.25,0.004
89,DEF,3202,564,0,33,47,0,0,4,2,4,3,0.25,0.164,0.019,0.93,12,63170,4,4,1,2,3,4,1,0,0,0,0,1,0,0,0.25,0.25,0,0.25,0.25,0.002
23,GHI,3203,719,1,69,35,1,1,3,4,5,3,0.25,0.129,0.012,0.89,8,58320.06,2,3,1,2,4,2,0,1,0,0,0,0,1,0.25,0,0,0.25,0.25,0.25,0.004
30,JKL,3204,547,1,50,44,0,0,3,1,1,4,0.25,0.14,0.012,1.01,10,177747.03,4,3,0,1,1,3,0,1,0,0,0,1,0,0,0.25,0,0.25,0.25,0.25,0.996
46,PQR,3205,850,0,42,42,0,0,8,1,1,1,0.25,0.138,0.013,0.97,11,19632.64,5,1,0,1,2,5,0,0,1,0,0,0,1,0,0,0.25,0.25,0.25,0.25,0.998
81,TSY,3206,515,1,60,35,0,0,9,2,1,2,0,0.172,0.02,1.01,20,18424.24,4,2,0,1,4,5,0,0,1,0,1,0,0,0.2,0.2,0.2,0.2,0.2,0,0.997
84,UJH,3207,667,1,56,56,0,1,2,2,3,4,0.2,0.181,0.023,0.96,18,18897.78,3,4,1,3,2,2,0,1,0,1,0,0,0,0.2,0.2,0.2,0.2,0,0.2,0.006
59,GJGK,3208,607,1,36,50,0,0,8,4,2,1,0.2,0.171,0.022,0.94,5,97879.02,5,3,0,3,5,1,0,1,0,0,0,1,0,0.2,0.2,0.2,0,0.2,0.2,0.03
50,HJKHK,3209,525,1,26,56,0,1,7,3,4,4,0.2,0.153,0.018,0.88,25,63197.88,2,5,0,3,5,1,1,0,0,1,0,0,0,0.2,0.2,0,0.2,0.2,0.2,0.001
73,DXC,3210,606,0,53,43,0,0,1,3,2,2,0.2,0.156,0.018,0.97,16,75860.01,5,5,0,1,4,1,0,1,0,0,1,0,0,0.2,0,0.2,0.2,0.2,0.2,0.052
7,BN,3211,686,0,27,35,0,0,1,2,4,4,0.2,0.161,0.018,0.98,7,78622.46,3,4,0,2,1,3,0,1,0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2,0.002
63,ABC,3212,611,1,35,41,0,1,10,2,2,1,0.167,0.173,0.022,0.91,22,23598.23,4,3,0,2,1,1,1,0,0,0,0,0,1,0.167,0.167,0.167,0.167,0.167,0.167,0.728
134,DEF,3213,827,1,46,49,0,0,1,4,5,4,0,0.139,0.01,1.33,18,13460.27,4,3,0,3,5,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0.007
150,GHI,3214,572,1,33,52,0,0,9,4,5,2,0,0.143,0.01,1.17,11,19998.31,5,3,1,3,5,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0.001
82,JKL,3215,726,0,32,46,0,0,8,3,4,3,0,0.173,0.018,1.3,23,185075.63,5,3,0,1,3,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0.012
148,PQR,3216,579,1,31,53,0,1,6,2,4,4,0,0.096,-0.002,1.39,19,135815.38,2,4,0,2,3,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0.001
92,TSY,3217,598,0,56,57,0,0,4,3,5,1,0,0.096,0.001,1.04,18,44251.33,4,4,1,3,2,4,0,1,0,0,0,0,1,0,0,0,0,1,0,0.002
70,UJH,3218,663,1,36,60,0,0,10,5,4,3,1,0.07,-0.005,1.1,5,136349.55,3,5,0,1,3,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0.001
19,GJGK,3219,505,0,37,56,0,1,10,4,2,2,0,0.195,0.026,0.97,20,52693.99,3,4,1,2,3,4,0,1,0,1,0,0,0,0.5,0.5,0,0,0,0,0.008
113,HJKHK,3220,576,1,30,36,0,1,7,5,4,5,0,0.164,0.016,1.32,11,93767.03,4,5,0,2,3,1,0,0,1,1,0,0,0,0.5,0,0.5,0,0,0,0.001
64,DXC,3221,555,0,24,48,0,0,2,4,3,5,0,0.185,0.022,1.06,21,197866.55,2,3,0,2,1,1,0,0,1,0,0,1,0,0,0.5,0.5,0,0,0,0.001
133,BN,3222,524,1,30,49,0,0,1,5,5,5,0,0.15,0.015,1.05,18,126812.85,2,4,1,3,2,2,0,0,1,1,0,0,0,0.5,0,0,0.5,0,0,0
94,ABC,3223,776,1,39,40,0,1,2,5,4,1,0,0.159,0.015,1.17,25,79503.05,4,4,0,3,2,1,1,0,0,0,0,0,1,0,0.5,0,0.5,0,0,0
110,DEF,3224,645,0,41,48,0,1,2,1,2,1,0,0.17,0.018,1.16,8,129936.53,5,2,1,2,4,3,1,0,0,0,0,1,0,0,0,0.5,0.5,0,0,0.997
52,GHI,3225,850,0,32,60,0,0,0,2,4,3,0,0.14,0.011,1.09,25,175094.62,5,5,0,2,5,4,1,0,0,0,1,0,0,0.5,0,0,0,0.5,0,0.006
144,JKL,3226,603,1,35,59,0,0,1,2,3,5,0,0.123,0.008,1.01,7,130379.5,5,4,0,2,5,5,0,0,1,0,0,1,0,0,0.5,0,0,0.5,0,0.003
53,PQR,3227,691,1,26,46,0,1,9,2,2,5,0,0.145,0.013,1.07,5,153228,4,3,0,1,1,2,0,1,0,0,1,0,0,0,0,0.5,0,0.5,0,0.045
90,TSY,3228,583,0,29,58,0,0,10,2,2,1,0,0.09,-0.001,1.15,8,111285.85,2,3,0,2,5,2,0,0,1,1,0,0,0,0,0,0,0.5,0.5,0,0.025
